method_name,commit,committer,date,file_name,status,start_line,end_line
SPEC::Jop::signs,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,137,139
SPEC::Jop::exponentiates,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,141,143
SPEC::Jop::squares,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,145,147
SPEC::Jop::creates a 2 x 2 matrix from 4 elements,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,149,151
SPEC::Jop::creates a 2 x 2 matrix from a single element,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,153,155
SPEC::Jop::creates a 2 x 2 x 2 matrix from a single element,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,157,159
SPEC::Jop::creates a 2 x 3 matrix from a 2-period cycle,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,161,163
SPEC::Jop::floors,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,165,167
SPEC::Jop::ceilings,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,169,171
SPEC::Jop::handles empty case on head,57fefdc2f63dcc4ab050e7d68f0a98b05801bc03,Michael Feathers,2013-09-19 17:40:56 +0200,spec/jop_spec.rb,changed,177,179
Jop::tokenize,a45be02593ed2d57136326f1bb995ca2d7efc48e,Michael Feathers,2013-09-20 17:13:16 +0200,lib/jop.rb,added,53,55
Jop::initialize,a45be02593ed2d57136326f1bb995ca2d7efc48e,Michael Feathers,2013-09-20 17:13:16 +0200,lib/jop.rb,changed,4,7
Tokenizer::initialize,dc48e12efa6d058970eb97ac0089b6c254ffea74,Michael Feathers,2013-09-21 20:15:25 +0200,lib/tokenizer.rb,added,7,9
SPEC::Tokenizer::produces no tokens on an empty string,dc48e12efa6d058970eb97ac0089b6c254ffea74,Michael Feathers,2013-09-21 20:15:25 +0200,spec/tokenizer_spec.rb,added,5,7
SPEC::Tokenizer::recognizes a number,9bd1a2fecc9be0b320db7309e5c045d70bd14576,Michael Feathers,2013-09-21 20:23:11 +0200,spec/tokenizer_spec.rb,added,9,11
Tokenizer::initialize,9bd1a2fecc9be0b320db7309e5c045d70bd14576,Michael Feathers,2013-09-21 20:23:11 +0200,lib/tokenizer.rb,changed,7,11
SPEC::Tokenizer::produces no tokens on an empty string,9bd1a2fecc9be0b320db7309e5c045d70bd14576,Michael Feathers,2013-09-21 20:23:11 +0200,spec/tokenizer_spec.rb,changed,5,7
